City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,lata,40.1629,-8.3327,10.51,94,3,0.31,PT,1712701007
344,luderitz,-26.6481,15.1594,18.18,67,0,7.68,NA,1712701249
345,havana,23.133,-82.383,29.24,58,20,4.63,CU,1712701227
346,ogoja,6.6547,8.7976,26.46,70,94,0.88,NG,1712701250
347,concepcion,-36.827,-73.0498,16.89,63,0,4.63,CL,1712701239
348,slyudyanka,51.6594,103.7061,-1.34,95,41,1.06,RU,1712701250
349,baker city,44.7749,-117.8344,16.84,44,75,6.17,US,1712701089
350,bardai,11.65,7.2333,27.22,37,85,5.45,NG,1712701250
351,boca suno,-0.7167,-77.1333,25.77,67,26,1.92,EC,1712700977
352,cockburn town,21.4612,-71.1419,24.35,62,38,8.7,TC,1712701062
353,sunrise,26.1577,-80.2861,26.11,62,20,7.2,US,1712701251
354,holualoa,19.6228,-155.9522,25.86,74,20,5.66,US,1712701251
355,ed damer,17.5928,33.9592,25.28,10,83,5.2,SD,1712701251
356,bikaner,28.0167,73.3,26.46,12,79,4.34,IN,1712701069
357,kapa'a,22.0752,-159.319,26.99,78,40,7.2,US,1712701018
358,sisimiut,66.9395,-53.6735,-7.6,78,71,2.02,GL,1712701252
359,ixtapa,20.7,-105.2,24.57,69,75,5.14,MX,1712701252
360,chapada dos guimaraes,-15.4606,-55.7497,21.81,89,100,1.34,BR,1712701252
361,guanica,17.9716,-66.908,27.5,59,70,3.48,PR,1712701252
